Term 1	Term 2	Label	Ancestors 1	Ancestors 2	Children 1	Children 2	Object Property 1 	Object Property 2	Datatype Property 1	Datatype Property 2	Score
confOf#Organization	ekaw#Organisation	TRUE			confOf#University, confOf#Company	ekaw#Academic_Institution, ekaw#Organising_Agency, ekaw#Proceedings_Publisher	confOf#hasCity -> confOf#City, confOf#hasCountry -> confOf#Country, confOf#employedBy -> confOf#Person, confOf#employedBy -> confOf#Person	ekaw#organises -> ekaw#Event, ekaw#publisherOf -> ekaw#Web_Site, ekaw#publisherOf -> ekaw#Programme_Brochure, ekaw#publisherOf -> ekaw#Multi-author_Volume, ekaw#publisherOf -> ekaw#Flyer, ekaw#organisedBy -> ekaw#Event	confOf#hasPostalCode -> confOf#string, confOf#hasStreet -> confOf#string		1.161974156
conference#Poster	ekaw#Poster_Paper	TRUE	conference#Poster -> conference#Conference_contribution -> conference#Conference_document	ekaw#Poster_Paper -> ekaw#Paper -> ekaw#Document			conference#has_an_abstract -> conference#Abstract, conference#is_the_1th_part_of -> conference#Abstract				1.161342649
confOf#Person	ekaw#Person	TRUE			confOf#Author, confOf#Participant, confOf#Scholar, confOf#Administrator, confOf#Science_Worker, confOf#Assistant, confOf#Member_PC, confOf#Volunteer	ekaw#Paper_Author, ekaw#Conference_Participant, ekaw#Student, ekaw#Agency_Staff_Member	confOf#hasCountry -> confOf#Country, confOf#hasCity -> confOf#City, confOf#hasCity -> confOf#City, confOf#employedBy -> confOf#Organization, confOf#employedBy -> confOf#Organization	ekaw#organises -> ekaw#Event, ekaw#writtenBy -> ekaw#Document, ekaw#organisedBy -> ekaw#Event, ekaw#authorOf -> ekaw#Document	confOf#hasHomePage -> confOf#string, confOf#hasSurname -> confOf#string, confOf#hasEmail -> confOf#string, confOf#hasPhone -> confOf#string, confOf#hasFax -> confOf#string, confOf#hasPostalCode -> confOf#string, confOf#hasFirstName -> confOf#string, confOf#hasStreet -> confOf#string		1.151655691
cmt#ConferenceMember	confOf#Member	TRUE	cmt#ConferenceMember -> cmt#Person	confOf#Member -> confOf#Participant -> confOf#Person			cmt#hasConferenceMember -> cmt#Conference, cmt#memberOfConference -> cmt#Conference				1.140776141
cmt#Co-author	conference#Contribution_co-author	TRUE	cmt#Co-author -> cmt#Author -> cmt#ConferenceMember -> cmt#Person, cmt#Co-author -> cmt#Author -> cmt#User -> cmt#Person	conference#Contribution_co-author -> conference#Regular_author -> conference#Conference_contributor -> conference#Person			cmt#co-writePaper -> cmt#Paper, cmt#hasCo-author -> cmt#Paper				1.134677936
confOf#Trip	ekaw#Conference_Trip	TRUE	confOf#Trip -> confOf#Social_event -> confOf#Event	ekaw#Conference_Trip -> ekaw#Social_Event -> ekaw#Event							1.131322139
conference#Committee_member	sigkdd#Program_Committee_member	TRUE	conference#Committee_member -> conference#Person	sigkdd#Program_Committee_member -> sigkdd#Organizator -> sigkdd#Person			conference#was_a_member_of -> conference#Committee, conference#has_members -> conference#Committee				1.126702444
confOf#Country	edas#Country	TRUE					confOf#hasCountry -> confOf#Person, confOf#hasCountry -> confOf#Organization	edas#hasCountry -> edas#Conference			1.125059906
edas#Author	iasted#Author	TRUE		iasted#Author -> iasted#Speaker -> iasted#Delegate -> iasted#Person	edas#Presenter	iasted#Lecturer, iasted#Tutorial_speaker, iasted#Plenary_lecture_speaker, iasted#Author_book_proceedings_included, iasted#Author_cd_proceedings_included	edas#isWrittenBy -> edas#Paper, edas#hasRelatedPaper -> edas#Paper	iasted#give -> iasted#Brief_introduction_for_Session_chair, iasted#prepare -> iasted#Transparency, iasted#is_given_by -> iasted#Brief_introduction_for_Session_chair			1.11896794
edas#Organization	ekaw#Organisation	TRUE			edas#GovernmentOrganization, edas#AcademiaOrganization, edas#IndustryOrganization, edas#NGO	ekaw#Organising_Agency, ekaw#Academic_Institution, ekaw#Proceedings_Publisher	edas#providedBy -> edas#Sponsorship, edas#isProviderOf -> edas#Sponsorship	ekaw#organises -> ekaw#Event, ekaw#publisherOf -> ekaw#Web_Site, ekaw#publisherOf -> ekaw#Programme_Brochure, ekaw#publisherOf -> ekaw#Multi-author_Volume, ekaw#publisherOf -> ekaw#Flyer, ekaw#organisedBy -> ekaw#Event			1.113211852
cmt#ConferenceChair	conference#Chair	TRUE	cmt#ConferenceChair -> cmt#ConferenceMember -> cmt#Person	conference#Chair -> conference#Committee_member -> conference#Person				conference#has_a_committee_chair -> conference#Committee, conference#was_a_committee_chair_of -> conference#Committee			1.109408161
edas#Reviewer	iasted#Reviewer	TRUE		iasted#Reviewer -> iasted#Speaker -> iasted#Delegate -> iasted#Person			edas#hasReviewHistory -> edas#PersonalReviewHistory, edas#isReviewing -> edas#Paper, edas#isReviewedBy -> edas#Paper, edas#isReviewHistoryOf -> edas#PersonalReviewHistory	iasted#is_writen_by -> iasted#Review			1.108422143
conference#Person	iasted#Person	TRUE			conference#Conference_contributor, conference#Conference_participant, conference#Reviewer, conference#Conference_applicant, conference#Committee_member, conference#Track-workshop_chair	iasted#Delegate, iasted#Sponsor	conference#has_authors -> conference#Conference_document, conference#contributes -> conference#Conference_document	iasted#is_signed_by -> iasted#Item, iasted#pay -> iasted#Money, iasted#is_designed_for -> iasted#Time, iasted#is_designed_for -> iasted#Money, iasted#is_visited_by -> iasted#State, iasted#is_connected_with -> iasted#Place, iasted#occupy -> iasted#Building, iasted#sign -> iasted#Item, iasted#occupy -> iasted#State, iasted#is_occupied_by -> iasted#Building, iasted#is_used_by -> iasted#Item, iasted#speak_in -> iasted#Place, iasted#is_prepared_by -> iasted#Item, iasted#occupy -> iasted#City, iasted#is_present_in -> iasted#Time, iasted#is_present_in -> iasted#Place, iasted#speak_in -> iasted#Time, iasted#give -> iasted#Activity, iasted#is_paid_by -> iasted#Money, iasted#send -> iasted#Item, iasted#is_given_by -> iasted#Activity, iasted#prepare -> iasted#Item, iasted#is_designed_for -> iasted#Activity, iasted#is_writen_by -> iasted#Item, iasted#is_visited_by -> iasted#City, iasted#is_sent_by -> iasted#Item, iasted#give -> iasted#Item, iasted#is_visited_by -> iasted#Building, iasted#is_needed_for -> iasted#Item, iasted#is_present -> iasted#Time, iasted#is_given_by -> iasted#Item, iasted#is_connected_with -> iasted#Item, iasted#is_occupied_by -> iasted#State, iasted#is_occupied_by -> iasted#City, iasted#need -> iasted#Item, iasted#is_given_to -> iasted#Item, iasted#write -> iasted#Item, iasted#obtain -> iasted#Item	conference#has_the_first_name -> conference#string, conference#has_an_email -> conference#string, conference#has_the_last_name -> conference#string		1.105575681
edas#ConferenceSession	ekaw#Conference_Session	TRUE		ekaw#Conference_Session -> ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event			edas#relatesTo -> edas#Document, edas#hasRelatedDocument -> edas#Document	ekaw#partOfEvent -> ekaw#Conference			1.104785744
cmt#ProgramCommitteeChair	sigkdd#Program_Chair	TRUE	cmt#ProgramCommitteeChair -> cmt#ProgramCommitteeMember -> cmt#Person, cmt#ProgramCommitteeChair -> cmt#ProgramCommitteeMember -> cmt#ConferenceMember -> cmt#Person	sigkdd#Program_Chair -> sigkdd#Organizator -> sigkdd#Person			cmt#endReview -> cmt#Review				1.099902284
conference#Reviewer	edas#Reviewer	TRUE	conference#Reviewer -> conference#Person				conference#belongs_to_reviewers -> conference#Review_preference, conference#has_a_review_reference_or_expertise -> conference#Review_preference, conference#belongs_to_reviewers -> conference#Review_expertise, conference#belongs_to_reviewers -> conference#Review_preference, conference#belongs_to_reviewers -> conference#Review_expertise, conference#has_a_review_reference_or_expertise -> conference#Review_expertise	edas#hasReviewHistory -> edas#PersonalReviewHistory, edas#isReviewing -> edas#Paper, edas#isReviewedBy -> edas#Paper, edas#isReviewHistoryOf -> edas#PersonalReviewHistory			1.09801944
confOf#Organization	edas#Organization	TRUE			confOf#University, confOf#Company	edas#AcademiaOrganization, edas#IndustryOrganization, edas#GovernmentOrganization, edas#NGO	confOf#hasCity -> confOf#City, confOf#hasCountry -> confOf#Country, confOf#employedBy -> confOf#Person, confOf#employedBy -> confOf#Person	edas#providedBy -> edas#Sponsorship, edas#isProviderOf -> edas#Sponsorship	confOf#hasPostalCode -> confOf#string, confOf#hasStreet -> confOf#string		1.08311644
conference#Topic	confOf#Topic	TRUE					conference#is_a_topis_of_conference_parts -> conference#Conference_part, conference#belongs_to_a_review_reference -> conference#Review_preference, conference#has_a_track-workshop-tutorial_topic -> conference#Conference_part, conference#has_been_assigned_a_review_reference -> conference#Review_preference, conference#has_a_topic_or_a_submission_contribution -> conference#Review_preference	confOf#expertOn -> confOf#Member_PC, confOf#hasTopic -> confOf#Working_event, confOf#expertOn -> confOf#Member_PC, confOf#hasTopic -> confOf#Working_event, confOf#dealsWith -> confOf#Contribution, confOf#dealsWith -> confOf#Contribution	conference#has_a_name -> conference#string		1.081915909
confOf#Author	edas#Author	TRUE	confOf#Author -> confOf#Person				confOf#writes -> confOf#Contribution, confOf#writtenBy -> confOf#Contribution, confOf#writes -> confOf#Contribution	edas#isWrittenBy -> edas#Paper, edas#hasRelatedPaper -> edas#Paper			1.075359888
confOf#Topic	edas#Topic	TRUE					confOf#expertOn -> confOf#Member_PC, confOf#hasTopic -> confOf#Working_event, confOf#expertOn -> confOf#Member_PC, confOf#hasTopic -> confOf#Working_event, confOf#dealsWith -> confOf#Contribution, confOf#dealsWith -> confOf#Contribution	edas#isTopicOf -> edas#Conference, edas#isTopicOf -> edas#Paper, edas#hasTopic -> edas#Conference, edas#hasTopic -> edas#Paper			1.075359888
edas#Place	sigkdd#Place	TRUE			edas#ConferenceVenuePlace, edas#MeetingRoomPlace, edas#AccommodationPlace, edas#DiningPlace	sigkdd#Conference_hall, sigkdd#Hotel, sigkdd#Main_office	edas#hasLocation -> edas#ConferenceEvent, edas#isLocationOf -> edas#ConferenceEvent	sigkdd#can_stay_in -> sigkdd#Person			1.05095708
edas#Conference	ekaw#Conference	TRUE		ekaw#Conference -> ekaw#Scientific_Event -> ekaw#Event			edas#hasRelatedDocument -> edas#Document, edas#isMemberOf -> edas#Person, edas#isTopicOf -> edas#Topic, edas#relatesTo -> edas#Document, edas#hasTopic -> edas#Topic, edas#hasMember -> edas#Person, edas#hasCountry -> edas#Country	ekaw#partOfEvent -> ekaw#Conference_Session	edas#paperDueOn -> edas#dateTime, edas#registrationDueOn -> edas#dateTime, edas#endDate -> edas#dateTime, edas#startDate -> edas#dateTime, edas#manuscriptDueOn -> edas#dateTime, edas#hasName -> edas#string		1.050729403
iasted#Deadline_hotel_reservation	sigkdd#Deadline_Author_notification	FALSE	iasted#Deadline_hotel_reservation -> iasted#Deadline -> iasted#Time	sigkdd#Deadline_Author_notification -> sigkdd#Deadline			iasted#is_sent_before -> iasted#Hotel_registration_form	sigkdd#notification_until -> sigkdd#Author, sigkdd#notification_until -> sigkdd#Author			1.042769123
confOf#Event	ekaw#Event	TRUE			confOf#Social_event, confOf#Working_event, confOf#Administrative_event	ekaw#Social_Event, ekaw#Scientific_Event		ekaw#organises -> ekaw#Organisation, ekaw#topicCoveredBy -> ekaw#Research_Topic, ekaw#heldIn -> ekaw#Location, ekaw#organises -> ekaw#Person, ekaw#locationOf -> ekaw#Location, ekaw#listsEvent -> ekaw#Web_Site, ekaw#coversTopic -> ekaw#Research_Topic, ekaw#listsEvent -> ekaw#Programme_Brochure, ekaw#eventOnList -> ekaw#Programme_Brochure, ekaw#eventOnList -> ekaw#Web_Site, ekaw#organisedBy -> ekaw#Person, ekaw#organisedBy -> ekaw#Organisation	confOf#starts_on -> confOf#string, confOf#ends_on -> confOf#string		1.032489148
conference#Submitted_contribution	ekaw#Submitted_Paper	TRUE	conference#Submitted_contribution -> conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document	ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document	conference#Reviewed_contribution	ekaw#Assigned_Paper	conference#has_been_assigned_a_review_reference -> conference#Review_preference, conference#has_a_topic_or_a_submission_contribution -> conference#Review_preference, conference#has_a_review_expertise -> conference#Review_expertise, conference#has_a_submitted_contribution -> conference#Review_expertise, conference#has_a_submitted_contribution -> conference#Review_expertise				1.030942704
cmt#AuthorNotReviewer	sigkdd#Author_of_paper	FALSE	cmt#AuthorNotReviewer -> cmt#Author -> cmt#ConferenceMember -> cmt#Person, cmt#AuthorNotReviewer -> cmt#Author -> cmt#User -> cmt#Person	sigkdd#Author_of_paper -> sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person				sigkdd#award -> sigkdd#Best_Research_Paper_Award, sigkdd#award -> sigkdd#Best_Applications_Paper_Award			1.02883054
iasted#Fee	sigkdd#Fee	TRUE	iasted#Fee -> iasted#Money		iasted#Registration_fee, iasted#Hotel_fee, iasted#Fee_for_extra_trip	sigkdd#Registration_fee, sigkdd#Sponzor_fee					1.016352874
iasted#Nonmember_registration_fee	sigkdd#Registration_Non-Member	TRUE	iasted#Nonmember_registration_fee -> iasted#Registration_fee -> iasted#Fee -> iasted#Money	sigkdd#Registration_Non-Member -> sigkdd#Registration_fee -> sigkdd#Fee			iasted#is_designed_for -> iasted#IASTED_non_member				1.003882044
cmt#ProgramCommittee	conference#Program_committee	TRUE		conference#Program_committee -> conference#Committee			cmt#hasProgramCommitteeMember -> cmt#ProgramCommitteeMember, cmt#memberOfProgramCommittee -> cmt#ProgramCommitteeMember	conference#has_a_program_committee -> conference#Conference_volume, conference#was_a_program_committee_of -> conference#Conference_volume			0.9847370805
conference#Committee	sigkdd#Committee	TRUE			conference#Organizing_committee, conference#Program_committee, conference#Steering_committee	sigkdd#Organizing_Committee, sigkdd#Program_Committee, sigkdd#Best_Paper_Awards_Committee	conference#has_a_committee_chair -> conference#Chair, conference#was_a_member_of -> conference#Committee_member, conference#has_members -> conference#Committee_member, conference#was_a_committee_chair_of -> conference#Chair, conference#has_a_commtitee -> conference#Conference_volume, conference#was_a_committe_co-chair_of -> conference#Co-chair, conference#has_a_committee_co-chair -> conference#Co-chair, conference#was_a_committee_of -> conference#Conference_volume				0.9821461004
confOf#Submission_event	iasted#Submission	FALSE	confOf#Submission_event -> confOf#Administrative_event -> confOf#Event	iasted#Submission -> iasted#Document -> iasted#Item				iasted#is_writen_by -> iasted#Speaker			0.9777702803
iasted#Document	sigkdd#Document	TRUE	iasted#Document -> iasted#Item		iasted#Review, iasted#Payment_document, iasted#Submission, iasted#Form, iasted#Transparency, iasted#Viza	sigkdd#Review, sigkdd#Paper, sigkdd#Abstract		sigkdd#presentationed_by -> sigkdd#Speaker, sigkdd#presentation -> sigkdd#Speaker, sigkdd#submit_until -> sigkdd#Deadline			0.967307412
cmt#Document	iasted#Document	TRUE		iasted#Document -> iasted#Item	cmt#Review, cmt#Paper	iasted#Review, iasted#Payment_document, iasted#Submission, iasted#Form, iasted#Viza, iasted#Transparency, iasted#Mailing_list, iasted#Invitation_letter	cmt#hasConflictOfInterest -> cmt#Person				0.9651374252
edas#Document	iasted#Document	TRUE		iasted#Document -> iasted#Item	edas#Review, edas#Paper, edas#Programme	iasted#Review, iasted#Payment_document, iasted#Submission, iasted#Form, iasted#Viza, iasted#Transparency	edas#relatesTo -> edas#AcademicEvent, edas#hasRelatedDocument -> edas#Conference, edas#relatesTo -> edas#ConferenceSession, edas#relatesTo -> edas#Conference, edas#relatesTo -> edas#Person, edas#hasRelatedDocument -> edas#Person, edas#hasRelatedDocument -> edas#ConferenceSession, edas#hasRelatedDocument -> edas#AcademicEvent				0.9618517748
conference#Accepted_contribution	ekaw#Accepted_Paper	TRUE	conference#Accepted_contribution -> conference#Reviewed_contribution -> conference#Submitted_contribution -> conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document	ekaw#Accepted_Paper -> ekaw#Evaluated_Paper -> ekaw#Assigned_Paper -> ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document				ekaw#updatedVersionOf -> ekaw#Camera_Ready_Paper, ekaw#hasReview -> ekaw#Positive_Review			0.959031607
ekaw#Document	iasted#Document	TRUE		iasted#Document -> iasted#Item	ekaw#Review, ekaw#Paper, ekaw#Abstract, ekaw#Web_Site	iasted#Review, iasted#Payment_document, iasted#Submission, iasted#Form, iasted#Transparency, iasted#Viza	ekaw#writtenBy -> ekaw#Person, ekaw#authorOf -> ekaw#Person				0.9586900355
conference#Rejected_contribution	ekaw#Rejected_Paper	TRUE	conference#Rejected_contribution -> conference#Reviewed_contribution -> conference#Submitted_contribution -> conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document	ekaw#Rejected_Paper -> ekaw#Evaluated_Paper -> ekaw#Assigned_Paper -> ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document							0.9469189058
ekaw#Conference	sigkdd#Conference	TRUE	ekaw#Conference -> ekaw#Scientific_Event -> ekaw#Event				ekaw#partOfEvent -> ekaw#Conference_Session	sigkdd#hold -> sigkdd#ACM_SIGKDD, sigkdd#holded_by -> sigkdd#ACM_SIGKDD, sigkdd#hold -> sigkdd#ACM_SIGKDD		sigkdd#End_of_conference -> sigkdd#dateTime, sigkdd#Start_of_conference -> sigkdd#dateTime, sigkdd#Name_of_conference -> sigkdd#string, sigkdd#City_of_conference -> sigkdd#string	0.9456046263
ekaw#Tutorial_Chair	iasted#Tutorial_speaker	FALSE	ekaw#Tutorial_Chair -> ekaw#Conference_Participant -> ekaw#Person, ekaw#Tutorial_Chair -> ekaw#PC_Member -> ekaw#Possible_Reviewer -> ekaw#Person	iasted#Tutorial_speaker -> iasted#Author -> iasted#Speaker -> iasted#Delegate -> iasted#Person				iasted#speak_in -> iasted#Conference_hall			0.9385926093
conference#Reviewed_contribution	ekaw#Evaluated_Paper	TRUE	conference#Reviewed_contribution -> conference#Submitted_contribution -> conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document	ekaw#Evaluated_Paper -> ekaw#Assigned_Paper -> ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document	conference#Accepted_contribution, conference#Rejected_contribution	ekaw#Accepted_Paper, ekaw#Rejected_Paper	conference#has_a_review -> conference#Review, conference#reviews -> conference#Review				0.9278733007
conference#Conference_document	sigkdd#Document	TRUE			conference#Review, conference#Call_for_paper, conference#Conference_announcement, conference#Conference_contribution, conference#Conference_www, conference#Call_for_participation	sigkdd#Review, sigkdd#Paper, sigkdd#Abstract	conference#has_authors -> conference#Person, conference#contributes -> conference#Person	sigkdd#presentationed_by -> sigkdd#Speaker, sigkdd#presentation -> sigkdd#Speaker, sigkdd#submit_until -> sigkdd#Deadline	conference#has_a_date_of_issue -> conference#date		0.9268596143
conference#Accepted_contribution	edas#AcceptedPaper	TRUE	conference#Accepted_contribution -> conference#Reviewed_contribution -> conference#Submitted_contribution -> conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document	edas#AcceptedPaper -> edas#Paper -> edas#Document				edas#relatedToPaper -> edas#PaperPresentation, edas#relatedToEvent -> edas#PaperPresentation			0.9242852847
conference#Late_paid_applicant	ekaw#Late-Registered_Participant	TRUE	conference#Late_paid_applicant -> conference#Paid_applicant -> conference#Registeered_applicant -> conference#Conference_applicant -> conference#Person	ekaw#Late-Registered_Participant -> ekaw#Conference_Participant -> ekaw#Person							0.9229413254
conference#Early_paid_applicant	ekaw#Early-Registered_Participant	TRUE	conference#Early_paid_applicant -> conference#Paid_applicant -> conference#Registeered_applicant -> conference#Conference_applicant -> conference#Person	ekaw#Early-Registered_Participant -> ekaw#Conference_Participant -> ekaw#Person							0.91052864
conference#Rejected_contribution	edas#RejectedPaper	TRUE	conference#Rejected_contribution -> conference#Reviewed_contribution -> conference#Submitted_contribution -> conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document	edas#RejectedPaper -> edas#Paper -> edas#Document							0.9064575175
cmt#Conference	confOf#Conference	TRUE		confOf#Conference -> confOf#Working_event -> confOf#Event			cmt#paperAssignmentToolsRunBy -> cmt#Administrator, cmt#enterReviewCriteria -> cmt#Administrator, cmt#runPaperAssignmentTools -> cmt#Administrator, cmt#hasConferenceMember -> cmt#ConferenceMember, cmt#enableVirtualMeeting -> cmt#Administrator, cmt#virtualMeetingEnabledBy -> cmt#Administrator, cmt#detailsEnteredBy -> cmt#Administrator, cmt#reviewCriteriaEnteredBy -> cmt#Administrator, cmt#printHardcopyMailingManifests -> cmt#Administrator, cmt#enterConferenceDetails -> cmt#Administrator, cmt#reviewerBiddingStartedBy -> cmt#Administrator, cmt#hardcopyMailingManifestsPrintedBy -> cmt#Administrator, cmt#paperAssignmentFinalizedBy -> cmt#Administrator, cmt#startReviewerBidding -> cmt#Administrator, cmt#finalizePaperAssignment -> cmt#Administrator, cmt#memberOfConference -> cmt#ConferenceMember		cmt#siteURL -> cmt#anyURI, cmt#acceptsHardcopySubmissions -> cmt#boolean, cmt#logoURL -> cmt#anyURI, cmt#reviewsPerPaper -> cmt#int, cmt#name -> cmt#string, cmt#date -> cmt#date		0.9
confOf#Conference	sigkdd#Conference	TRUE	confOf#Conference -> confOf#Working_event -> confOf#Event					sigkdd#hold -> sigkdd#ACM_SIGKDD, sigkdd#holded_by -> sigkdd#ACM_SIGKDD, sigkdd#hold -> sigkdd#ACM_SIGKDD		sigkdd#End_of_conference -> sigkdd#dateTime, sigkdd#Start_of_conference -> sigkdd#dateTime, sigkdd#Name_of_conference -> sigkdd#string, sigkdd#City_of_conference -> sigkdd#string	0.9
conference#Conference_proceedings	ekaw#Conference_Proceedings	TRUE		ekaw#Conference_Proceedings -> ekaw#Proceedings -> ekaw#Multi-author_Volume -> ekaw#Document			conference#issues -> conference#Publisher, conference#has_a_publisher -> conference#Publisher		conference#has_a_volume -> conference#int, conference#has_an_ISBN -> conference#string, conference#has_a_name -> conference#string		0.9
conference#Conference	ekaw#Conference	TRUE		ekaw#Conference -> ekaw#Scientific_Event -> ekaw#Event				ekaw#partOfEvent -> ekaw#Conference_Session	conference#has_a_name -> conference#string		0.9
conference#Conference	confOf#Conference	TRUE		confOf#Conference -> confOf#Working_event -> confOf#Event					conference#has_a_name -> conference#string		0.9
cmt#ProgramCommittee	sigkdd#Program_Committee	TRUE		sigkdd#Program_Committee -> sigkdd#Committee			cmt#hasProgramCommitteeMember -> cmt#ProgramCommitteeMember, cmt#memberOfProgramCommittee -> cmt#ProgramCommitteeMember				0.9
confOf#Conference	edas#Conference	TRUE	confOf#Conference -> confOf#Working_event -> confOf#Event					edas#hasRelatedDocument -> edas#Document, edas#isMemberOf -> edas#Person, edas#isTopicOf -> edas#Topic, edas#relatesTo -> edas#Document, edas#hasTopic -> edas#Topic, edas#hasMember -> edas#Person, edas#hasCountry -> edas#Country		edas#paperDueOn -> edas#dateTime, edas#registrationDueOn -> edas#dateTime, edas#endDate -> edas#dateTime, edas#startDate -> edas#dateTime, edas#manuscriptDueOn -> edas#dateTime, edas#hasName -> edas#string	0.9
edas#Sponsorship	iasted#Sponzorship	TRUE		iasted#Sponzorship -> iasted#Money			edas#providedBy -> edas#Organization, edas#isProviderOf -> edas#Organization		edas#hasCostAmount -> edas#int, edas#hasCostCurrency -> edas#string		0.9
edas#WelcomeTalk	iasted#Welcome_address	TRUE	edas#WelcomeTalk -> edas#TalkEvent -> edas#AcademicEvent -> edas#ConferenceEvent	iasted#Welcome_address -> iasted#Conference_activity -> iasted#Activity							0.8725032114
confOf#Camera_Ready_event	ekaw#Camera_Ready_Paper	FALSE	confOf#Camera_Ready_event -> confOf#Administrative_event -> confOf#Event	ekaw#Camera_Ready_Paper -> ekaw#Paper -> ekaw#Document				ekaw#updatedVersionOf -> ekaw#Accepted_Paper, ekaw#presentationOfPaper -> ekaw#Contributed_Talk, ekaw#writtenBy -> ekaw#Conference_Participant			0.8606820137
conference#Conference_contribution	confOf#Contribution	TRUE	conference#Conference_contribution -> conference#Conference_document		conference#Poster, conference#Presentation, conference#Written_contribution	confOf#Poster, confOf#Paper, confOf#Short_paper	conference#is_submitted_at -> conference#Conference_volume, conference#has_contributions -> conference#Conference_volume	confOf#writes -> confOf#Author, confOf#writtenBy -> confOf#Author, confOf#writes -> confOf#Author, confOf#reviewes -> confOf#Member_PC, confOf#dealsWith -> confOf#Topic, confOf#dealsWith -> confOf#Topic, confOf#reviewes -> confOf#Member_PC		confOf#abstract -> confOf#string, confOf#hasTitle -> confOf#string, confOf#remark -> confOf#string, confOf#hasKeyword -> confOf#string, confOf#contactEmail -> confOf#string	0.8353080939
cmt#SubjectArea	confOf#Topic	TRUE					cmt#hasSubjectArea -> cmt#Paper	confOf#expertOn -> confOf#Member_PC, confOf#hasTopic -> confOf#Working_event, confOf#expertOn -> confOf#Member_PC, confOf#hasTopic -> confOf#Working_event, confOf#dealsWith -> confOf#Contribution, confOf#dealsWith -> confOf#Contribution			0.8192365
edas#ConferenceSession	iasted#Session	TRUE		iasted#Session -> iasted#Lecture -> iasted#Conference_activity -> iasted#Activity			edas#relatesTo -> edas#Document, edas#hasRelatedDocument -> edas#Document	iasted#is_held_in -> iasted#Session_room			0.812943576
cmt#SubjectArea	conference#Topic	TRUE					cmt#hasSubjectArea -> cmt#Paper	conference#is_a_topis_of_conference_parts -> conference#Conference_part, conference#belongs_to_a_review_reference -> conference#Review_preference, conference#has_a_track-workshop-tutorial_topic -> conference#Conference_part, conference#has_been_assigned_a_review_reference -> conference#Review_preference, conference#has_a_topic_or_a_submission_contribution -> conference#Review_preference		conference#has_a_name -> conference#string	0.7422649539
edas#Author	ekaw#Paper_Author	TRUE		ekaw#Paper_Author -> ekaw#Person			edas#isWrittenBy -> edas#Paper, edas#hasRelatedPaper -> edas#Paper				0.732774965
conference#Regular_contribution	ekaw#Regular_Paper	TRUE	conference#Regular_contribution -> conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document	ekaw#Regular_Paper -> ekaw#Paper -> ekaw#Document							0.7068541146
conference#Conference_document	iasted#Document	TRUE		iasted#Document -> iasted#Item	conference#Review, conference#Call_for_participation, conference#Call_for_paper, conference#Conference_contribution, conference#Conference_announcement	iasted#Review, iasted#Submission, iasted#Form, iasted#Record_of_attendance, iasted#Payment_document, iasted#Invitation_letter, iasted#Viza, iasted#Mailing_list	conference#has_authors -> conference#Person, conference#contributes -> conference#Person		conference#has_a_date_of_issue -> conference#date		0.6884575891
conference#Topic	ekaw#Event	FALSE					conference#is_a_topis_of_conference_parts -> conference#Conference_part, conference#belongs_to_a_review_reference -> conference#Review_preference, conference#has_a_track-workshop-tutorial_topic -> conference#Conference_part, conference#has_been_assigned_a_review_reference -> conference#Review_preference, conference#has_a_topic_or_a_submission_contribution -> conference#Review_preference	ekaw#organises -> ekaw#Organisation, ekaw#topicCoveredBy -> ekaw#Research_Topic, ekaw#heldIn -> ekaw#Location, ekaw#organises -> ekaw#Person, ekaw#locationOf -> ekaw#Location, ekaw#listsEvent -> ekaw#Web_Site, ekaw#coversTopic -> ekaw#Research_Topic, ekaw#listsEvent -> ekaw#Programme_Brochure, ekaw#eventOnList -> ekaw#Programme_Brochure, ekaw#eventOnList -> ekaw#Web_Site, ekaw#organisedBy -> ekaw#Person, ekaw#organisedBy -> ekaw#Organisation	conference#has_a_name -> conference#string		0.576728468
cmt#SubjectArea	edas#CommunicationsTopic	FALSE		edas#CommunicationsTopic -> edas#Topic			cmt#hasSubjectArea -> cmt#Paper				0.5078283597
