Term 1	Term 2	Label (Arvind)	Label (Harshit)	Label (Vivek)	Ancestors 1	Ancestors 2	Children 1	Children 2	Object Property 1 	Object Property 2	Datatype Property 1	Datatype Property 2	Score
conference#Review	confOf#Scholar				conference#Review -> conference#Conference_document	confOf#Scholar -> confOf#Person			conference#has_a_review -> conference#Reviewed_contribution, conference#reviews -> conference#Reviewed_contribution	confOf#studyAt -> confOf#University			0.718
conference#Review	iasted#Tutorial				conference#Review -> conference#Conference_document	iasted#Tutorial -> iasted#Lecture -> iasted#Conference_activity -> iasted#Activity							0.718
confOf#Member	iasted#Document				confOf#Member -> confOf#Participant -> confOf#Person	iasted#Document -> iasted#Item							0.718
edas#ConferenceDinner	iasted#Video_presentation				edas#ConferenceDinner -> edas#MealEvent -> edas#NonAcademicEvent -> edas#ConferenceEvent	iasted#Video_presentation -> iasted#Presentation -> iasted#Conference_activity -> iasted#Activity							0.718
confOf#Organization	edas#GovernmentOrganization					edas#GovernmentOrganization -> edas#Organization					confOf#hasPostalCode -> confOf#string, confOf#hasStreet -> confOf#string		0.718
edas#GovernmentOrganization	ekaw#Organisation				edas#GovernmentOrganization -> edas#Organization								0.718
conference#Paper	iasted#Mailing_list				conference#Paper -> conference#Regular_contribution -> conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document	iasted#Mailing_list -> iasted#Document -> iasted#Item			conference#is_the_1th_part_of -> conference#Abstract, conference#has_an_abstract -> conference#Abstract	iasted#is_designed_for -> iasted#Delegate			0.718
confOf#Trip	edas#TalkEvent				confOf#Trip -> confOf#Social_event -> confOf#Event	edas#TalkEvent -> edas#AcademicEvent -> edas#ConferenceEvent							0.718
iasted#Renting	sigkdd#Paper				iasted#Renting -> iasted#Activity_before_conference -> iasted#Activity	sigkdd#Paper -> sigkdd#Document			iasted#is_connected_with -> iasted#Car	sigkdd#submit -> sigkdd#Author			0.718
cmt#Bid	conference#Review					conference#Review -> conference#Conference_document			cmt#adjustedBy -> cmt#Reviewer, cmt#adjustBid -> cmt#Reviewer, cmt#hasBid -> cmt#Paper	conference#has_a_review -> conference#Reviewed_contribution, conference#reviews -> conference#Reviewed_contribution			0.718
conference#Paid_applicant	sigkdd#Sponzor_fee				conference#Paid_applicant -> conference#Registeered_applicant -> conference#Conference_applicant -> conference#Person	sigkdd#Sponzor_fee -> sigkdd#Fee							0.718
ekaw#Accepted_Paper	iasted#Book_proceeding				ekaw#Accepted_Paper -> ekaw#Evaluated_Paper -> ekaw#Assigned_Paper -> ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document	iasted#Book_proceeding -> iasted#Publication -> iasted#Item			ekaw#updatedVersionOf -> ekaw#Camera_Ready_Paper, ekaw#hasReview -> ekaw#Positive_Review	iasted#obtain -> iasted#Author_book_proceedings_included, iasted#is_paid_for -> iasted#Author_attendee_book_registration_fee			0.718
cmt#AuthorNotReviewer	conference#Written_contribution				cmt#AuthorNotReviewer -> cmt#Author -> cmt#ConferenceMember -> cmt#Person, cmt#AuthorNotReviewer -> cmt#Author -> cmt#User -> cmt#Person	conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document							0.718
edas#Programme	iasted#Record_of_attendance				edas#Programme -> edas#Document	iasted#Record_of_attendance -> iasted#Document -> iasted#Item			edas#hasProgramme -> edas#ConferenceEvent, edas#belongsToEvent -> edas#ConferenceEvent	iasted#is_situated_in -> iasted#Session_room, iasted#sign -> iasted#Listener, iasted#is_signed_by -> iasted#Listener			0.718
conference#Conference_volume	ekaw#Web_Site				conference#Conference_volume -> conference#Conference	ekaw#Web_Site -> ekaw#Document			conference#was_an_organizing_committee_of -> conference#Organizing_committee, conference#has_an_organizing_committee -> conference#Organizing_committee, conference#has_tracks -> conference#Track, conference#has_workshops -> conference#Workshop, conference#has_a_commtitee -> conference#Committee	ekaw#publisherOf -> ekaw#Organisation, ekaw#listsEvent -> ekaw#Event, ekaw#eventOnList -> ekaw#Event	conference#has_a_location -> conference#string		0.718
conference#Committee	iasted#Conference_state					iasted#Conference_state -> iasted#State			conference#has_a_commtitee -> conference#Conference_volume, conference#was_a_committee_of -> conference#Conference_volume	iasted#is_situated_in -> iasted#Conference_building, iasted#is_situated_in -> iasted#Conference_airport, iasted#is_held_in -> iasted#Conference_activity			0.718
ekaw#Proceedings	iasted#Form				ekaw#Proceedings -> ekaw#Multi-author_Volume -> ekaw#Document	iasted#Form -> iasted#Document -> iasted#Item	ekaw#Conference_Proceedings	iasted#Registration_form, iasted#Hotel_registration_form, iasted#Author_information_form					0.718
confOf#Student	ekaw#Invited_Speaker				confOf#Student -> confOf#Participant -> confOf#Person	ekaw#Invited_Speaker -> ekaw#Presenter -> ekaw#Conference_Participant -> ekaw#Person							0.718
ekaw#Camera_Ready_Paper	iasted#Form				ekaw#Camera_Ready_Paper -> ekaw#Paper -> ekaw#Document	iasted#Form -> iasted#Document -> iasted#Item			ekaw#writtenBy -> ekaw#Conference_Participant, ekaw#presentationOfPaper -> ekaw#Contributed_Talk, ekaw#updatedVersionOf -> ekaw#Accepted_Paper	iasted#is_given_to -> iasted#Delegate			0.718
ekaw#Review	iasted#Session_room				ekaw#Review -> ekaw#Document	iasted#Session_room -> iasted#Place			ekaw#hasReview -> ekaw#Paper, ekaw#reviewOfPaper -> ekaw#Paper, ekaw#reviewWrittenBy -> ekaw#Possible_Reviewer	iasted#is_held_in -> iasted#Session, iasted#speak_in -> iasted#Lecturer, iasted#is_situated_in -> iasted#Record_of_attendance			0.718
edas#DiningPlace	iasted#Renting				edas#DiningPlace -> edas#Place	iasted#Renting -> iasted#Activity_before_conference -> iasted#Activity							0.718
conference#Submitted_contribution	iasted#Deadline				conference#Submitted_contribution -> conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document	iasted#Deadline -> iasted#Time	conference#Reviewed_contribution	iasted#Submissions_deadline, iasted#Registation_deadline, iasted#Deadline_for_notification_of_acceptance, iasted#Deadline_hotel_reservation, iasted#Camera_ready_manuscript_deadline	conference#has_been_assigned_a_review_reference -> conference#Review_preference, conference#has_a_topic_or_a_submission_contribution -> conference#Review_preference, conference#has_a_review_expertise -> conference#Review_expertise, conference#has_a_submitted_contribution -> conference#Review_expertise	iasted#is_designed_for -> iasted#Delegate		iasted#done_till -> iasted#date	0.718
confOf#Administrator	iasted#Presenter_city				confOf#Administrator -> confOf#Person	iasted#Presenter_city -> iasted#City							0.717
conference#Conference_contribution	iasted#Invitation_letter				conference#Conference_contribution -> conference#Conference_document	iasted#Invitation_letter -> iasted#Document -> iasted#Item			conference#is_submitted_at -> conference#Conference_volume, conference#has_contributions -> conference#Conference_volume	iasted#is_designed_for -> iasted#Delegate, iasted#obtain -> iasted#Delegate			0.717
ekaw#Session	iasted#Transparency				ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event	iasted#Transparency -> iasted#Document -> iasted#Item			ekaw#hasEvent -> ekaw#Individual_Presentation	iasted#is_prepared_by -> iasted#Speaker, iasted#prepare -> iasted#Author			0.717
conference#Chair	edas#Person				conference#Chair -> conference#Committee_member -> conference#Person				conference#has_a_committee_chair -> conference#Committee, conference#was_a_committee_chair_of -> conference#Committee	edas#isMemberOf -> edas#Conference, edas#hasMember -> edas#Conference, edas#relatesTo -> edas#Document, edas#hasRelatedDocument -> edas#Document		edas#hasEmail -> edas#string, edas#hasLastName -> edas#string, edas#hasFirstName -> edas#string, edas#hasBiography -> edas#string	0.717
iasted#Fee	sigkdd#Paper				iasted#Fee -> iasted#Money	sigkdd#Paper -> sigkdd#Document							0.717
confOf#Author	iasted#Author_attendee_book_registration_fee				confOf#Author -> confOf#Person	iasted#Author_attendee_book_registration_fee -> iasted#Registration_fee -> iasted#Fee -> iasted#Money			confOf#writes -> confOf#Contribution, confOf#writtenBy -> confOf#Contribution	iasted#is_paid_for -> iasted#Book_proceeding			0.717
confOf#Member_PC	sigkdd#Organizator				confOf#Member_PC -> confOf#Person	sigkdd#Organizator -> sigkdd#Person							0.717
iasted#Building	sigkdd#Main_office				iasted#Building -> iasted#Place	sigkdd#Main_office -> sigkdd#Place							0.717
iasted#Sponsor_city	sigkdd#Hotel				iasted#Sponsor_city -> iasted#City	sigkdd#Hotel -> sigkdd#Place			iasted#is_occupied_by -> iasted#Sponsor, iasted#occupy -> iasted#Sponsor, iasted#is_situated_in -> iasted#Sponsor_company_house	sigkdd#can_stay_in -> sigkdd#Person			0.717
ekaw#Regular_Paper	iasted#Viza				ekaw#Regular_Paper -> ekaw#Paper -> ekaw#Document	iasted#Viza -> iasted#Document -> iasted#Item							0.717
confOf#Student	ekaw#Session				confOf#Student -> confOf#Participant -> confOf#Person	ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event							0.717
confOf#Tutorial	iasted#Presentation				confOf#Tutorial -> confOf#Working_event -> confOf#Event	iasted#Presentation -> iasted#Conference_activity -> iasted#Activity							0.717
conference#Publisher	iasted#Publication					iasted#Publication -> iasted#Item			conference#issues -> conference#Conference_proceedings, conference#has_a_publisher -> conference#Conference_proceedings	iasted#is_made_from -> iasted#Final_manuscript	conference#has_a_name -> conference#string		0.717
cmt#Review	conference#Conference_contribution				cmt#Review -> cmt#Document	conference#Conference_contribution -> conference#Conference_document	cmt#Meta-Review	conference#Presentation, conference#Poster, conference#Written_contribution	cmt#endReview -> cmt#ProgramCommitteeChair, cmt#writtenBy -> cmt#Reviewer, cmt#writeReview -> cmt#Reviewer	conference#is_submitted_at -> conference#Conference_volume, conference#has_contributions -> conference#Conference_volume			0.717
iasted#Non_speaker	sigkdd#Author_of_paper				iasted#Non_speaker -> iasted#Delegate -> iasted#Person	sigkdd#Author_of_paper -> sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person			iasted#is_designed_for -> iasted#Nonauthor_registration_fee	sigkdd#award -> sigkdd#Best_Research_Paper_Award, sigkdd#award -> sigkdd#Best_Applications_Paper_Award			0.717
confOf#Working_event	iasted#Publication				confOf#Working_event -> confOf#Event	iasted#Publication -> iasted#Item	confOf#Workshop, confOf#Tutorial, confOf#Conference	iasted#Book_proceeding, iasted#Cd_proceening	confOf#hasAdministrativeEvent -> confOf#Administrative_event, confOf#hasTopic -> confOf#Topic	iasted#is_made_from -> iasted#Final_manuscript	confOf#has_short_title -> confOf#string, confOf#hasVAT -> confOf#string, confOf#location -> confOf#string, confOf#defaultChoice -> confOf#positiveInteger, confOf#has_title -> confOf#string, confOf#minChoice -> confOf#positiveInteger, confOf#maxChoice -> confOf#positiveInteger		0.717
conference#Steering_committee	iasted#Listener				conference#Steering_committee -> conference#Committee	iasted#Listener -> iasted#Delegate -> iasted#Person			conference#has_a_steering_committee -> conference#Conference_volume, conference#was_a_steering_committee_of -> conference#Conference_volume	iasted#is_designed_for -> iasted#Lecture, iasted#is_designed_for -> iasted#Audiovisual_equipment, iasted#sign -> iasted#Record_of_attendance, iasted#is_signed_by -> iasted#Record_of_attendance			0.717
conference#Workshop	iasted#Publication				conference#Workshop -> conference#Conference_part	iasted#Publication -> iasted#Item			conference#has_workshops -> conference#Conference_volume	iasted#is_made_from -> iasted#Final_manuscript			0.717
edas#SocialEvent	iasted#Activity_after_conference				edas#SocialEvent -> edas#NonAcademicEvent -> edas#ConferenceEvent	iasted#Activity_after_conference -> iasted#Activity	edas#Excursion, edas#Reception	iasted#Full_day_tour, iasted#Departure					0.717
ekaw#Multi-author_Volume	sigkdd#Deadline_Author_notification				ekaw#Multi-author_Volume -> ekaw#Document	sigkdd#Deadline_Author_notification -> sigkdd#Deadline			ekaw#publisherOf -> ekaw#Organisation	sigkdd#notification_until -> sigkdd#Author			0.717
edas#NGO	ekaw#Research_Institute				edas#NGO -> edas#Organization	ekaw#Research_Institute -> ekaw#Academic_Institution -> ekaw#Organisation							0.717
cmt#Paper	iasted#Presentation				cmt#Paper -> cmt#Document	iasted#Presentation -> iasted#Conference_activity -> iasted#Activity	cmt#PaperAbstract, cmt#PaperFullVersion	iasted#PowerPoint_presentation, iasted#Video_presentation			cmt#paperID -> cmt#unsignedLong, cmt#title -> cmt#string		0.717
confOf#Participant	sigkdd#Registration_Student				confOf#Participant -> confOf#Person	sigkdd#Registration_Student -> sigkdd#Registration_fee -> sigkdd#Fee					confOf#earlyRegistration -> confOf#boolean		0.717
edas#AcceptedPaper	iasted#Refusing_manuscript				edas#AcceptedPaper -> edas#Paper -> edas#Document	iasted#Refusing_manuscript -> iasted#Activity_before_conference -> iasted#Activity			edas#relatedToPaper -> edas#PaperPresentation, edas#relatedToEvent -> edas#PaperPresentation	iasted#go_through -> iasted#Initial_manuscipt			0.717
iasted#Invitation_letter	sigkdd#Invited_Speaker				iasted#Invitation_letter -> iasted#Document -> iasted#Item	sigkdd#Invited_Speaker -> sigkdd#Speaker -> sigkdd#Person							0.717
ekaw#Session	iasted#Sponsor				ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event	iasted#Sponsor -> iasted#Person			ekaw#hasEvent -> ekaw#Individual_Presentation	iasted#occupy -> iasted#Sponsor_state, iasted#is_occupied_by -> iasted#Sponsor_city, iasted#occupy -> iasted#Sponsor_city, iasted#is_occupied_by -> iasted#Sponsor_company_house, iasted#occupy -> iasted#Sponsor_company_house			0.717
ekaw#Poster_Session	iasted#Registration_form				ekaw#Poster_Session -> ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event	iasted#Registration_form -> iasted#Form -> iasted#Document -> iasted#Item							0.717
conference#Workshop	iasted#Social_program				conference#Workshop -> conference#Conference_part	iasted#Social_program -> iasted#Conference_activity -> iasted#Activity			conference#has_workshops -> conference#Conference_volume	iasted#is_designed_for -> iasted#Delegate			0.717
conference#Conference_www	sigkdd#Sponzor				conference#Conference_www -> conference#Conference_document						conference#has_a_URL -> conference#string	sigkdd#Name_of_sponsor -> sigkdd#string	0.717
conference#Conference_contribution	ekaw#Paper				conference#Conference_contribution -> conference#Conference_document	ekaw#Paper -> ekaw#Document	conference#Poster, conference#Written_contribution, conference#Presentation	ekaw#Poster_Paper, ekaw#Submitted_Paper, ekaw#Conference_Paper, ekaw#Demo_Paper	conference#is_submitted_at -> conference#Conference_volume, conference#has_contributions -> conference#Conference_volume	ekaw#presentationOfPaper -> ekaw#Individual_Presentation, ekaw#paperPresentedAs -> ekaw#Individual_Presentation, ekaw#hasReview -> ekaw#Review, ekaw#reviewOfPaper -> ekaw#Review			0.717
conference#Submitted_contribution	iasted#Registation_deadline				conference#Submitted_contribution -> conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document	iasted#Registation_deadline -> iasted#Deadline -> iasted#Time			conference#has_been_assigned_a_review_reference -> conference#Review_preference, conference#has_a_topic_or_a_submission_contribution -> conference#Review_preference, conference#has_a_review_expertise -> conference#Review_expertise, conference#has_a_submitted_contribution -> conference#Review_expertise	iasted#is_sent_before -> iasted#Registration_form			0.717
ekaw#Social_Event	iasted#Introduction				ekaw#Social_Event -> ekaw#Event	iasted#Introduction -> iasted#Conference_activity -> iasted#Activity	ekaw#Conference_Banquet, ekaw#Conference_Trip	iasted#Introduction_of_speaker					0.717
conference#Conference_document	iasted#Time						conference#Conference_www, conference#Conference_announcement, conference#Conference_contribution, conference#Review	iasted#Conference_days, iasted#Deadline, iasted#Trip_day	conference#has_authors -> conference#Person, conference#contributes -> conference#Person	iasted#is_designed_for -> iasted#Person, iasted#is_present_in -> iasted#Person, iasted#speak_in -> iasted#Person, iasted#is_present -> iasted#Person	conference#has_a_date_of_issue -> conference#date		0.717
confOf#Member_PC	iasted#Speaker				confOf#Member_PC -> confOf#Person	iasted#Speaker -> iasted#Delegate -> iasted#Person			confOf#reviewes -> confOf#Contribution, confOf#expertOn -> confOf#Topic	iasted#is_writen_by -> iasted#Submission, iasted#give -> iasted#Lecture			0.717
cmt#User	iasted#Session				cmt#User -> cmt#Person	iasted#Session -> iasted#Lecture -> iasted#Conference_activity -> iasted#Activity	cmt#Reviewer, cmt#Author, cmt#Administrator	iasted#Speaker_lecture					0.717
edas#PublishedPaper	iasted#Book_proceeding				edas#PublishedPaper -> edas#Paper -> edas#Document	iasted#Book_proceeding -> iasted#Publication -> iasted#Item							0.716
conference#Reviewed_contribution	ekaw#Negative_Review				conference#Reviewed_contribution -> conference#Submitted_contribution -> conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document	ekaw#Negative_Review -> ekaw#Review -> ekaw#Document							0.716
iasted#Card	sigkdd#Author				iasted#Card -> iasted#Item	sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person	iasted#Credit_card	sigkdd#Author_of_paper, sigkdd#Author_of_paper_student					0.716
edas#PersonalReviewHistory	ekaw#Paper				edas#PersonalReviewHistory -> edas#PersonalHistory	ekaw#Paper -> ekaw#Document			edas#hasReviewHistory -> edas#Reviewer, edas#isReviewHistoryOf -> edas#Reviewer	ekaw#hasReview -> ekaw#Review, ekaw#reviewOfPaper -> ekaw#Review, ekaw#hasReviewer -> ekaw#Possible_Reviewer, ekaw#reviewerOfPaper -> ekaw#Possible_Reviewer			0.716
edas#ConferenceChair	iasted#Form				edas#ConferenceChair -> edas#Person	iasted#Form -> iasted#Document -> iasted#Item			edas#initiates -> edas#Call, edas#isInitiatedBy -> edas#Call, edas#isReviewing -> edas#Paper, edas#isReviewedBy -> edas#Paper	iasted#is_given_to -> iasted#Delegate			0.716
conference#Presentation	sigkdd#Author				conference#Presentation -> conference#Conference_contribution -> conference#Conference_document	sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person	conference#Invited_talk	sigkdd#Author_of_paper, sigkdd#Author_of_paper_student	conference#is_the_1th_part_of -> conference#Abstract, conference#has_an_abstract -> conference#Abstract, conference#gives_presentations -> conference#Active_conference_participant	sigkdd#obtain -> sigkdd#Award, sigkdd#submit -> sigkdd#Paper, sigkdd#notification_until -> sigkdd#Deadline_Author_notification			0.716
edas#SessionChair	iasted#Author				edas#SessionChair -> edas#Person	iasted#Author -> iasted#Speaker -> iasted#Delegate -> iasted#Person			edas#isReviewedBy -> edas#Paper, edas#isReviewing -> edas#Paper, edas#isInitiatedBy -> edas#Call, edas#initiates -> edas#Call	iasted#prepare -> iasted#Transparency, iasted#give -> iasted#Brief_introduction_for_Session_chair, iasted#is_given_by -> iasted#Brief_introduction_for_Session_chair			0.716
confOf#Administrator	sigkdd#Main_office				confOf#Administrator -> confOf#Person	sigkdd#Main_office -> sigkdd#Place							0.716
confOf#Administrator	iasted#Main_office				confOf#Administrator -> confOf#Person	iasted#Main_office -> iasted#Place							0.716
conference#Conference_proceedings	iasted#Conference_building					iasted#Conference_building -> iasted#Building -> iasted#Place			conference#issues -> conference#Publisher, conference#has_a_publisher -> conference#Publisher	iasted#is_occupied_by -> iasted#Delegate, iasted#is_situated_in -> iasted#Conference_city, iasted#is_situated_in -> iasted#Conference_hall	conference#has_a_volume -> conference#int, conference#has_an_ISBN -> conference#string, conference#has_a_name -> conference#string		0.716
edas#WithdrawnPaper	sigkdd#Review				edas#WithdrawnPaper -> edas#Paper -> edas#Document	sigkdd#Review -> sigkdd#Document							0.716
cmt#Review	edas#WithdrawnPaper				cmt#Review -> cmt#Document	edas#WithdrawnPaper -> edas#Paper -> edas#Document							0.716
edas#WithdrawnPaper	ekaw#Review				edas#WithdrawnPaper -> edas#Paper -> edas#Document	ekaw#Review -> ekaw#Document							0.716
cmt#Review	iasted#Presenter_university				cmt#Review -> cmt#Document	iasted#Presenter_university -> iasted#Building -> iasted#Place			cmt#writtenBy -> cmt#Reviewer, cmt#writeReview -> cmt#Reviewer, cmt#endReview -> cmt#ProgramCommitteeChair	iasted#is_situated_in -> iasted#Presenter_city, iasted#is_situated_in -> iasted#Presenter_state			0.716
confOf#Banquet	ekaw#Invited_Talk				confOf#Banquet -> confOf#Social_event -> confOf#Event	ekaw#Invited_Talk -> ekaw#Individual_Presentation -> ekaw#Scientific_Event -> ekaw#Event							0.716
ekaw#Student	sigkdd#Hotel				ekaw#Student -> ekaw#Person	sigkdd#Hotel -> sigkdd#Place							0.716
edas#Author	iasted#Speaker					iasted#Speaker -> iasted#Delegate -> iasted#Person	edas#Presenter	iasted#Reviewer, iasted#Author	edas#isWrittenBy -> edas#Paper, edas#hasRelatedPaper -> edas#Paper	iasted#is_writen_by -> iasted#Submission, iasted#give -> iasted#Lecture, iasted#write -> iasted#Final_manuscript			0.716
iasted#IASTED_member	sigkdd#Program_Committee_member				iasted#IASTED_member -> iasted#Delegate -> iasted#Person	sigkdd#Program_Committee_member -> sigkdd#Organizator -> sigkdd#Person							0.716
confOf#Author	iasted#Book_proceeding				confOf#Author -> confOf#Person	iasted#Book_proceeding -> iasted#Publication -> iasted#Item			confOf#writes -> confOf#Contribution, confOf#writtenBy -> confOf#Contribution	iasted#is_paid_for -> iasted#Author_attendee_book_registration_fee, iasted#obtain -> iasted#Author_book_proceedings_included			0.716
conference#Conference_volume	edas#Paper				conference#Conference_volume -> conference#Conference	edas#Paper -> edas#Document			conference#has_parts -> conference#Conference_part, conference#is_part_of_conference_volumes -> conference#Conference_part, conference#is_submitted_at -> conference#Conference_contribution	edas#isReviewing -> edas#ConferenceChair, edas#isReviewedBy -> edas#ConferenceChair	conference#has_a_location -> conference#string		0.716
conference#Track-workshop_chair	iasted#Conference_Hiker				conference#Track-workshop_chair -> conference#Person	iasted#Conference_Hiker -> iasted#Delegate -> iasted#Person			conference#was_a_track-workshop_chair_of -> conference#Conference_part, conference#has_a_track-workshop-tutorial_chair -> conference#Conference_part	iasted#is_visited_by -> iasted#Trip_city, iasted#is_paid_by -> iasted#Fee_for_extra_trip			0.716
cmt#Meta-Reviewer	edas#Paper				cmt#Meta-Reviewer -> cmt#Reviewer -> cmt#ConferenceMember -> cmt#Person, cmt#Meta-Reviewer -> cmt#Reviewer -> cmt#User -> cmt#Person	edas#Paper -> edas#Document			cmt#readByMeta-Reviewer -> cmt#Paper	edas#isTopicOf -> edas#Topic, edas#hasTopic -> edas#Topic, edas#isReviewing -> edas#Reviewer, edas#isReviewedBy -> edas#Reviewer, edas#isWrittenBy -> edas#Author, edas#hasRelatedPaper -> edas#Author			0.716
conference#Poster	iasted#Record_of_attendance				conference#Poster -> conference#Conference_contribution -> conference#Conference_document	iasted#Record_of_attendance -> iasted#Document -> iasted#Item			conference#has_an_abstract -> conference#Abstract, conference#is_the_1th_part_of -> conference#Abstract	iasted#sign -> iasted#Listener, iasted#is_signed_by -> iasted#Listener, iasted#is_situated_in -> iasted#Session_room			0.716
cmt#Chairman	iasted#Card				cmt#Chairman -> cmt#Person	iasted#Card -> iasted#Item							0.716
ekaw#SC_Member	sigkdd#Registration_SIGMOD_Member				ekaw#SC_Member -> ekaw#PC_Member -> ekaw#Possible_Reviewer -> ekaw#Person	sigkdd#Registration_SIGMOD_Member -> sigkdd#Registration_fee -> sigkdd#Fee							0.716
ekaw#University	sigkdd#Conference_hall				ekaw#University -> ekaw#Academic_Institution -> ekaw#Organisation	sigkdd#Conference_hall -> sigkdd#Place							0.716
ekaw#University	iasted#Conference_hall				ekaw#University -> ekaw#Academic_Institution -> ekaw#Organisation	iasted#Conference_hall -> iasted#Place							0.716
cmt#AssociatedChair	conference#Committee_member				cmt#AssociatedChair -> cmt#ConferenceMember -> cmt#Person	conference#Committee_member -> conference#Person							0.716
conference#Important_dates	edas#Person								conference#has_important_dates -> conference#Conference_volume, conference#belong_to_a_conference_volume -> conference#Conference_volume	edas#isMemberOf -> edas#Conference, edas#hasMember -> edas#Conference, edas#attendeeAt -> edas#ConferenceEvent, edas#hasAttendee -> edas#ConferenceEvent	conference#is_a_starting_date -> conference#date, conference#is_a_full_paper_submission_date -> conference#date, conference#is_an_abstract_submission_date -> conference#date, conference#is_a_date_of_acceptance_announcement -> conference#date, conference#is_an_ending_date -> conference#date, conference#is_a_date_of_camera_ready_paper_submission -> conference#date	edas#hasEmail -> edas#string, edas#hasLastName -> edas#string, edas#hasFirstName -> edas#string, edas#hasBiography -> edas#string	0.716
cmt#Chairman	iasted#Cheque				cmt#Chairman -> cmt#Person	iasted#Cheque -> iasted#Payment_document -> iasted#Document -> iasted#Item							0.716
cmt#ExternalReviewer	iasted#Submission				cmt#ExternalReviewer -> cmt#Person	iasted#Submission -> iasted#Document -> iasted#Item			cmt#assignedByReviewer -> cmt#Reviewer, cmt#assignExternalReviewer -> cmt#Reviewer	iasted#is_writen_by -> iasted#Speaker			0.716
iasted#Lecture	sigkdd#Conference_hall				iasted#Lecture -> iasted#Conference_activity -> iasted#Activity	sigkdd#Conference_hall -> sigkdd#Place							0.716
confOf#Topic	ekaw#Location								confOf#hasTopic -> confOf#Working_event, confOf#dealsWith -> confOf#Contribution	ekaw#heldIn -> ekaw#Event, ekaw#locationOf -> ekaw#Event			0.716
confOf#Poster	sigkdd#Speaker				confOf#Poster -> confOf#Contribution	sigkdd#Speaker -> sigkdd#Person							0.716
conference#Tutorial	iasted#Conference_days				conference#Tutorial -> conference#Conference_part	iasted#Conference_days -> iasted#Time			conference#has_tutorials -> conference#Conference_volume	iasted#is_held_in -> iasted#Conference_activity, iasted#is_held_after -> iasted#Activity_after_conference, iasted#is_held_before -> iasted#Activity_before_conference, iasted#is_designed_for -> iasted#Delegate			0.716
cmt#ConferenceMember	ekaw#Web_Site				cmt#ConferenceMember -> cmt#Person	ekaw#Web_Site -> ekaw#Document			cmt#hasConferenceMember -> cmt#Conference, cmt#memberOfConference -> cmt#Conference	ekaw#publisherOf -> ekaw#Organisation, ekaw#listsEvent -> ekaw#Event, ekaw#eventOnList -> ekaw#Event			0.716
confOf#Short_paper	sigkdd#Best_Research_Paper_Award				confOf#Short_paper -> confOf#Contribution	sigkdd#Best_Research_Paper_Award -> sigkdd#Award							0.716
edas#Presenter	iasted#Conference_Hiker				edas#Presenter -> edas#Author	iasted#Conference_Hiker -> iasted#Delegate -> iasted#Person							0.716
ekaw#Academic_Institution	iasted#Conference_building				ekaw#Academic_Institution -> ekaw#Organisation	iasted#Conference_building -> iasted#Building -> iasted#Place							0.716
iasted#Registration_form	sigkdd#Document				iasted#Registration_form -> iasted#Form -> iasted#Document -> iasted#Item				iasted#is_sent_before -> iasted#Registation_deadline, iasted#send -> iasted#Delegate, iasted#is_sent_by -> iasted#Delegate	sigkdd#submit_until -> sigkdd#Deadline, sigkdd#presentationed_by -> sigkdd#Speaker, sigkdd#presentation -> sigkdd#Speaker			0.716
conference#Conference_volume	confOf#Event				conference#Conference_volume -> conference#Conference						conference#has_a_location -> conference#string	confOf#starts_on -> confOf#string, confOf#ends_on -> confOf#string	0.716
conference#Call_for_paper	sigkdd#Deadline_Paper_Submission				conference#Call_for_paper -> conference#Conference_document	sigkdd#Deadline_Paper_Submission -> sigkdd#Deadline							0.716
conference#Conference_contribution	iasted#One_conference_day				conference#Conference_contribution -> conference#Conference_document	iasted#One_conference_day -> iasted#Conference_days -> iasted#Time							0.716
confOf#Workshop	iasted#Conference_building				confOf#Workshop -> confOf#Working_event -> confOf#Event	iasted#Conference_building -> iasted#Building -> iasted#Place							0.716
confOf#Working_event	edas#ConferenceDinner				confOf#Working_event -> confOf#Event	edas#ConferenceDinner -> edas#MealEvent -> edas#NonAcademicEvent -> edas#ConferenceEvent					confOf#has_short_title -> confOf#string, confOf#hasVAT -> confOf#string, confOf#location -> confOf#string, confOf#defaultChoice -> confOf#positiveInteger, confOf#has_title -> confOf#string, confOf#minChoice -> confOf#positiveInteger, confOf#maxChoice -> confOf#positiveInteger		0.716
edas#PaperPresentation	iasted#Session				edas#PaperPresentation -> edas#AcademicEvent -> edas#ConferenceEvent	iasted#Session -> iasted#Lecture -> iasted#Conference_activity -> iasted#Activity			edas#relatedToPaper -> edas#AcceptedPaper, edas#relatedToEvent -> edas#AcceptedPaper	iasted#is_held_in -> iasted#Session_room			0.716
